iter	Passed	Remaining
313	28382	16812
314	28439	16702
315	28508	16599
316	28587	16502
317	28644	16393
318	28701	16285
319	28759	16177
320	28829	16076
321	28891	15970
322	28955	15867
323	29015	15761
324	29084	15660
325	29147	15557
326	29208	15452
327	29268	15348
328	29332	15245
329	29373	15131
330	29436	15029
331	29501	14928
332	29575	14832
333	29640	14731
334	29701	14628
335	29762	14526
336	29824	14425
337	29881	14321
338	29940	14219
339	30008	14121
340	30068	14020
341	30129	13919
342	30187	13817
343	30251	13718
344	30316	13620
345	30388	13525
346	30451	13426
347	30533	13336
348	30617	13247
349	30707	13160
350	30784	13067
351	30858	12974
352	30916	12874
353	30982	12777
354	31045	12680
355	31105	12581
356	31165	12483
357	31226	12385
358	31292	12290
359	31356	12194
360	31416	12096
361	31475	11998
362	31538	11902
363	31599	11806
364	31661	11710
365	31736	11619
366	31797	11523
367	31856	11426
368	31911	11329
369	31976	11234
370	32040	11140
371	32102	11046
372	32163	10951
373	32220	10855
374	32285	10761
375	32343	10666
376	32404	10572
377	32466	10478
378	32537	10387
379	32600	10295
380	32660	10200
381	32742	10114
382	32804	10021
383	32863	9927
384	32908	9829
385	32970	9737
386	33030	9644
387	33084	9550
388	33144	9457
389	33204	9365
390	33268	9274
391	33327	9181
392	33382	9088
393	33446	8998
394	33504	8906
395	33563	8814
396	33619	8722
397	33677	8630
398	33739	8540
399	33815	8453
400	33876	8363
401	33937	8273
402	34002	8184
403	34060	8093
404	34118	8003
405	34185	7914
406	34243	7824
407	34301	7734
408	34360	7644
409	34428	7557
410	34488	7468
411	34547	7378
412	34601	7288
413	34668	7201
414	34712	7109
415	34775	7022
416	34852	6937
417	34917	6849
418	34981	6762
419	35042	6674
420	35100	6586
421	35160	6498
422	35224	6411
423	35284	6324
424	35340	6236
425	35403	6149
426	35464	6062
427	35524	5976
428	35586	5889
429	35650	5803
430	35706	5716
431	35768	5630
432	35829	5544
433	35917	5462
434	35984	5376
435	36042	5290
436	36099	5204
437	36161	5118
438	36226	5033
439	36287	4948
440	36343	4862
441	36409	4777
442	36476	4693
443	36535	4608
444	36597	4523
445	36712	4445
446	36823	4366
447	36908	4284
448	37026	4205
449	37144	4127
450	37236	4045
451	37340	3965
452	37464	3887
453	37585	3808
454	37703	3728
455	37812	3648
456	37907	3566
457	38030	3487
458	38151	3407
459	38260	3326
460	38379	3246
461	38480	3165
462	38584	3083
463	38698	3002
464	38844	2923
465	38926	2840
466	39053	2759
467	39173	2678
468	39289	2596
469	39421	2516
470	39535	2434
471	39647	2351
472	39753	2269
473	39870	2186
474	39985	2104
475	40090	2021
476	40198	1938
477	40332	1856
478	40437	1772
479	40545	1689
480	40672	1606
481	40784	1523
482	40907	1439
483	41026	1356
484	41143	1272
485	41239	1187
486	41350	1103
487	41454	1019
488	41568	935
489	41679	850
490	41773	765
491	41837	680
492	41892	594
493	41950	509
494	42009	424
495	42073	339
496	42129	254
497	42189	169
498	42252	84
499	42307	0
